Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008/06,6,June,2008,1984,471,902,14,491,"Alaska Airlines Inc.,Sun Country Airlines,American Airlines Inc.,Allegiant Air,United Air Lines Inc.",5,243,7789,44,6467,14543,77709,97612,99163,317,324342,49541
JFK,"New York, NY: John F. Kennedy International",2024/02,2,February,2024,329,2366,51,16,21,"American Airlines Inc.,Alaska Airlines Inc.",2,227,5122,8,29722,35079,53136,69519,74068,245,242083,45115
BOS,"Boston, MA: Logan International",2017/08,8,August,2017,1541,70,1804,15,148,"Hawaiian Airlines Inc.,Spirit Airlines Inc.",2,152,7876,27,8323,16378,45437,4010,114809,1793,204809,38760
SFO,"San Francisco, CA: San Francisco International",2011/01,1,January,2011,528,1041,3968,23,762,"Delta Air Lines Inc.,American Airlines Inc.,Hawaiian Airlines Inc.",3,220,1300,32,27344,28896,73795,98450,27767,1977,246268,44279
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/08,8,August,2009,1948,297,1907,11,233,"Hawaiian Airlines Inc.,American Airlines Inc.,Southwest Airlines Co.,JetBlue Airways,Delta Air Lines Inc.,United Air Lines Inc.",6,86,9409,40,20899,30434,38990,80847,17481,1738,147403,8347
DEN,"Denver, CO: Denver International",2020/07,7,July,2020,777,1133,1858,16,1,"American Airlines Inc.,Sun Country Airlines,United Air Lines Inc.,Allegiant Air,Alaska Airlines Inc.,Southwest Airlines Co.,JetBlue Airways",7,271,6319,9,12219,18818,66057,62246,56018,1743,190352,4288
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2021/01,1,January,2021,614,1687,3844,12,327,"Delta Air Lines Inc.,Hawaiian Airlines Inc.,Frontier Airlines Inc.,JetBlue Airways,Southwest Airlines Co.,Allegiant Air",6,55,9086,49,15976,25166,78210,18463,110205,1669,213408,4861
SFO,"San Francisco, CA: San Francisco International",2001/03,3,March,2001,924,2301,279,4,771,"Spirit Airlines Inc.,Delta Air Lines Inc.,Southwest Airlines Co.,Hawaiian Airlines Inc.,JetBlue Airways,Frontier Airlines Inc.",6,170,4096,1,6518,10785,2618,6510,33349,118,43687,1092
DEN,"Denver, CO: Denver International",2020/04,4,April,2020,185,1525,1208,7,459,"American Airlines Inc.,Hawaiian Airlines Inc.",2,202,8020,6,13647,21875,76933,72556,55012,758,234797,29538
SFO,"San Francisco, CA: San Francisco International",2023/02,2,February,2023,682,860,3490,14,213,"Hawaiian Airlines Inc.,Frontier Airlines Inc.,Alaska Airlines Inc.",3,95,3899,21,21130,25145,50995,79128,11424,159,161903,20197
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2000/07,7,July,2000,301,441,1940,7,354,"JetBlue Airways,United Air Lines Inc.,Sun Country Airlines,Southwest Airlines Co.,American Airlines Inc.,Frontier Airlines Inc.,Alaska Airlines Inc.",7,101,2219,17,13093,15430,61601,67519,53764,864,197109,13361
JFK,"New York, NY: John F. Kennedy International",2000/05,5,May,2000,951,934,3879,9,100,"Southwest Airlines Co.,Alaska Airlines Inc.,United Air Lines Inc.,Allegiant Air,Spirit Airlines Inc.",5,57,5328,30,17884,23299,45931,92311,29531,741,180900,12386
SEA,"Seattle, WA: Seattle-Tacoma International",2016/12,12,December,2016,1562,1135,3797,6,592,"Sun Country Airlines,Spirit Airlines Inc.,Hawaiian Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.",6,24,7810,6,29662,37502,53478,18416,82579,1952,167394,10969
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2020/05,5,May,2020,1020,450,2286,25,789,"Delta Air Lines Inc.,JetBlue Airways,Frontier Airlines Inc.",3,274,9601,50,17492,27417,74816,50619,104689,1287,245049,13638
SEA,"Seattle, WA: Seattle-Tacoma International",2013/09,9,September,2013,98,991,1387,18,362,"Delta Air Lines Inc.,Spirit Airlines Inc.,Hawaiian Airlines Inc.,American Airlines Inc.,JetBlue Airways,Sun Country Airlines,United Air Lines Inc.",7,202,1420,31,8597,10250,40648,61404,64894,756,183361,15659
LAX,"Los Angeles, CA: Los Angeles International",2007/04,4,April,2007,255,1348,3274,26,375,"Southwest Airlines Co.,Alaska Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,Sun Country Airlines,Allegiant Air",6,221,4280,19,5434,9954,55678,13633,31812,812,125115,23180
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2022/07,7,July,2022,1422,322,3877,26,528,"Spirit Airlines Inc.,Allegiant Air",2,253,594,13,19389,20249,27322,27810,79073,483,160966,26278
SFO,"San Francisco, CA: San Francisco International",2022/10,10,October,2022,1189,1451,2492,21,610,"Frontier Airlines Inc.,United Air Lines Inc.",2,73,7725,24,10967,18789,33729,51072,32035,718,166563,49009
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2000/08,8,August,2000,1203,1322,2969,28,685,"Allegiant Air,Southwest Airlines Co.,Spirit Airlines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Frontier Airlines Inc.,American Airlines Inc.",7,203,8657,18,15262,24140,3363,44978,33433,828,93534,10932
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2000/07,7,July,2000,1108,1308,1035,28,745,"Alaska Airlines Inc.,Hawaiian Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.",4,31,6512,30,6197,12770,32984,77196,47305,1712,181362,22165
JFK,"New York, NY: John F. Kennedy International",2015/01,1,January,2015,170,82,1769,22,115,"Delta Air Lines Inc.,Alaska Airlines Inc.,Frontier Airlines Inc.,American Airlines Inc.",4,85,6484,23,11416,18008,12080,60389,84361,1988,158935,117
ORD,"Chicago, IL: O'Hare International",2023/09,9,September,2023,1531,1794,617,14,122,"Alaska Airlines Inc.,Sun Country Airlines,Spirit Airlines Inc.,JetBlue Airways,American Airlines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.",7,264,8055,46,17374,25739,60509,19576,40020,1177,131337,10055
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/07,7,July,2005,1381,1274,1292,17,440,"Sun Country Airlines,Hawaiian Airlines Inc.,Spirit Airlines Inc.",3,78,5037,8,13453,18576,38730,84855,72695,639,232737,35818
DEN,"Denver, CO: Denver International",2019/09,9,September,2019,1721,2070,585,7,313,"Spirit Airlines Inc.,United Air Lines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,Southwest Airlines Co.,Hawaiian Airlines Inc.",6,45,4373,3,26516,30937,1573,80490,3478,1291,95365,8533
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2000/04,4,April,2000,1868,1571,644,5,315,"Allegiant Air,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,American Airlines Inc.",5,128,6635,7,6264,13034,57498,91456,73520,1718,266765,42573
BOS,"Boston, MA: Logan International",2013/05,5,May,2013,1139,2054,1316,26,400,"Delta Air Lines Inc.,Frontier Airlines Inc.,United Air Lines Inc.,Allegiant Air,Spirit Airlines Inc.,Sun Country Airlines",6,259,8370,36,27815,36480,56597,33118,17605,1697,150721,41704
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2024/02,2,February,2024,1859,1938,1615,7,412,"Allegiant Air,Frontier Airlines Inc.,American Airlines Inc.",3,168,963,3,9153,10287,20187,99344,68682,1170,230700,41317
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2012/01,1,January,2012,213,418,1121,15,116,"American Airlines Inc.,Allegiant Air",2,282,5752,17,27903,33954,16446,60477,32898,1099,128871,17951
ORD,"Chicago, IL: O'Hare International",2015/04,4,April,2015,935,142,2093,29,230,"United Air Lines Inc.,Sun Country Airlines,Frontier Airlines Inc.,Southwest Airlines Co.,Allegiant Air,Delta Air Lines Inc.,JetBlue Airways",7,27,8210,17,8026,16280,74606,75000,56147,163,244242,38326
JFK,"New York, NY: John F. Kennedy International",2009/08,8,August,2009,512,1482,157,7,285,"Southwest Airlines Co.,Allegiant Air,Sun Country Airlines,Delta Air Lines Inc.,American Airlines Inc.",5,131,710,44,5702,6587,22515,84927,66762,309,177030,2517
DEN,"Denver, CO: Denver International",2007/10,10,October,2007,1156,1474,686,3,27,"JetBlue Airways,Hawaiian Airlines Inc.,Spirit Airlines Inc.,Sun Country Airlines,Allegiant Air,United Air Lines Inc.",6,56,1014,20,25853,26943,71242,38051,1048,855,159848,48652
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008/07,7,July,2008,1254,884,223,7,91,"Alaska Airlines Inc.,Southwest Airlines Co.,United Air Lines Inc.,JetBlue Airways,Allegiant Air,Sun Country Airlines",6,288,3349,2,7651,11290,74248,23088,9338,336,138458,31448
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2022/05,5,May,2022,948,2277,3746,26,630,"Frontier Airlines Inc.,United Air Lines Inc.",2,53,7675,19,12606,20353,1585,11282,4433,579,61223,43344
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013/04,4,April,2013,493,1724,3245,2,492,"Southwest Airlines Co.,Spirit Airlines Inc.,Hawaiian Airlines Inc.,Delta Air Lines Inc.,JetBlue Airways",5,17,4777,31,10142,14967,68067,40275,96263,1045,252895,47245
LAX,"Los Angeles, CA: Los Angeles International",2005/11,11,November,2005,1815,1225,407,14,323,"Spirit Airlines Inc.,Alaska Airlines Inc.,Allegiant Air,Hawaiian Airlines Inc.,Delta Air Lines Inc.",5,261,7635,23,6981,14900,61040,27822,20308,889,117266,7207
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/04,4,April,2015,827,348,2617,30,47,"Southwest Airlines Co.,JetBlue Airways,Alaska Airlines Inc.,Frontier Airlines Inc.,American Airlines Inc.,Spirit Airlines Inc.",6,171,8363,44,5182,13760,65711,92973,95516,745,267349,12404
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009/01,1,January,2009,1076,1255,3316,19,436,"JetBlue Airways,Hawaiian Airlines Inc.",2,43,4832,22,28081,32978,54845,28595,110832,695,196807,1840
ORD,"Chicago, IL: O'Hare International",2021/11,11,November,2021,86,1650,1946,4,181,"Delta Air Lines Inc.,United Air Lines Inc.,Frontier Airlines Inc.,Allegiant Air,Hawaiian Airlines Inc.",5,224,9780,5,18613,28622,12048,48477,74104,208,181761,46924
SFO,"San Francisco, CA: San Francisco International",2015/07,7,July,2015,1199,1113,3422,20,635,"Sun Country Airlines,Delta Air Lines Inc.,Alaska Airlines Inc.",3,190,1103,32,5540,6865,23097,1783,17482,544,92812,49906
LAX,"Los Angeles, CA: Los Angeles International",2021/04,4,April,2021,1321,1298,382,18,658,"Spirit Airlines Inc.,Southwest Airlines Co.,Delta Air Lines Inc.,American Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.",6,93,4217,22,26305,30637,74034,88604,32824,921,197506,1123
BOS,"Boston, MA: Logan International",2007/08,8,August,2007,177,674,1795,17,59,"Frontier Airlines Inc.,Hawaiian Airlines Inc.,United Air Lines Inc.,American Airlines Inc.,JetBlue Airways",5,60,8496,25,17717,26298,64725,58387,73896,10,228099,31081
SFO,"San Francisco, CA: San Francisco International",2008/05,5,May,2008,573,1395,800,14,706,"Delta Air Lines Inc.,Southwest Airlines Co.,Hawaiian Airlines Inc.,Spirit Airlines Inc.,American Airlines Inc.,Frontier Airlines Inc.,Alaska Airlines Inc.",7,149,7884,5,28625,36663,56339,86430,75625,21,239152,20737
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011/07,7,July,2011,1220,794,2128,28,249,"JetBlue Airways,American Airlines Inc.,Allegiant Air,Frontier Airlines Inc.",4,137,2563,6,21202,23908,35422,79228,22000,1935,161681,23096
LAX,"Los Angeles, CA: Los Angeles International",2003/11,11,November,2003,657,2284,3952,7,86,"Sun Country Airlines,Spirit Airlines Inc.,Frontier Airlines Inc.",3,251,3676,16,8781,12724,4963,71056,61916,1678,164770,25157
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011/05,5,May,2011,1700,1200,1660,20,320,"Alaska Airlines Inc.,Southwest Airlines Co.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Spirit Airlines Inc.,American Airlines Inc.",6,195,8299,43,24706,33243,4855,20693,76755,1144,109171,5724
DEN,"Denver, CO: Denver International",2024/09,9,September,2024,943,1583,2310,18,588,"Delta Air Lines Inc.,Southwest Airlines Co.",2,49,7037,45,8798,15929,6426,61281,7100,21,110120,35292
DEN,"Denver, CO: Denver International",2008/12,12,December,2008,1226,2082,1406,12,327,"Spirit Airlines Inc.,United Air Lines Inc.,Allegiant Air,Delta Air Lines Inc.,Hawaiian Airlines Inc.,JetBlue Airways",6,294,1735,11,26830,28870,7494,81061,12973,1342,146194,43324
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2021/08,8,August,2021,639,2239,3710,25,67,"Spirit Airlines Inc.,United Air Lines Inc.,Alaska Airlines Inc.,American Airlines Inc.,Sun Country Airlines,Frontier Airlines Inc.,Allegiant Air",7,270,6372,34,6492,13168,76097,20534,85801,863,215566,32271
JFK,"New York, NY: John F. Kennedy International",2021/08,8,August,2021,933,1876,2203,8,671,"Sun Country Airlines,Southwest Airlines Co.,American Airlines Inc.",3,206,8419,21,8209,16855,75329,34062,51752,1694,183175,20338
SFO,"San Francisco, CA: San Francisco International",2021/03,3,March,2021,549,2405,1658,12,528,"Alaska Airlines Inc.,Sun Country Airlines,American Airlines Inc.,Allegiant Air,Hawaiian Airlines Inc.,Delta Air Lines Inc.",6,97,7477,30,22585,30189,70217,90972,98911,275,265962,5587
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2020/09,9,September,2020,1370,2281,3368,18,90,"Allegiant Air,Hawaiian Airlines Inc.,United Air Lines Inc.,Sun Country Airlines,American Airlines Inc.,Frontier Airlines Inc.",6,235,1169,43,19454,20901,18173,54658,25348,902,129133,30052
LAX,"Los Angeles, CA: Los Angeles International",2023/07,7,July,2023,1313,916,1895,10,657,"Frontier Airlines Inc.,Southwest Airlines Co.",2,196,7441,0,17073,24710,62553,89407,72608,1385,269072,43119
ORD,"Chicago, IL: O'Hare International",2004/04,4,April,2004,535,1578,1150,13,639,"Alaska Airlines Inc.,Sun Country Airlines,Spirit Airlines Inc.,United Air Lines Inc.,Allegiant Air,Frontier Airlines Inc.",6,20,3046,2,17636,20704,29417,68953,20259,1622,159225,38974
ORD,"Chicago, IL: O'Hare International",2005/04,4,April,2005,1605,541,2707,2,539,"United Air Lines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,Southwest Airlines Co.,Frontier Airlines Inc.",5,255,9337,23,24476,34091,62265,39457,12918,1796,139562,23126
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009/11,11,November,2009,1531,2367,3279,14,672,"Delta Air Lines Inc.,Spirit Airlines Inc.,Sun Country Airlines,Hawaiian Airlines Inc.",4,211,2888,31,22668,25798,5355,64514,107439,1810,228345,49227
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2019/06,6,June,2019,428,399,2821,5,578,"Hawaiian Airlines Inc.,JetBlue Airways,Allegiant Air,Delta Air Lines Inc.",4,153,6142,6,19349,25650,68742,6286,25146,39,120406,20193
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2016/10,10,October,2016,209,1166,2271,20,745,"Frontier Airlines Inc.,Southwest Airlines Co.,Allegiant Air,Spirit Airlines Inc.",4,25,1327,0,22202,23554,8921,11952,115983,1547,139751,1348
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2022/06,6,June,2022,185,279,1235,17,489,"Spirit Airlines Inc.,American Airlines Inc.",2,149,1246,44,14641,16080,2362,44497,90274,1811,161091,22147
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/08,8,August,2010,1680,219,3285,27,601,"Frontier Airlines Inc.,American Airlines Inc.,JetBlue Airways,Alaska Airlines Inc.,Hawaiian Airlines Inc.",5,85,6225,16,25794,32120,12653,93769,7388,1273,146894,31811
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014/11,11,November,2014,425,1776,3935,13,409,"American Airlines Inc.,Allegiant Air,United Air Lines Inc.",3,105,2028,21,27552,29706,25092,19661,10173,1366,82342,26050
SFO,"San Francisco, CA: San Francisco International",2013/04,4,April,2013,1998,1334,2116,21,24,"JetBlue Airways,Spirit Airlines Inc.,American Airlines Inc.,Allegiant Air,Frontier Airlines Inc.,Alaska Airlines Inc.",6,75,1112,7,20356,21550,58587,31285,115163,626,213017,7356
DEN,"Denver, CO: Denver International",2020/01,1,January,2020,713,2247,1507,22,412,"United Air Lines Inc.,Allegiant Air,Hawaiian Airlines Inc.,Alaska Airlines Inc.",4,157,6718,26,15913,22814,60669,55417,27646,32,174381,30617
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2001/08,8,August,2001,138,2304,586,20,283,"Spirit Airlines Inc.,JetBlue Airways,Alaska Airlines Inc.,Frontier Airlines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.",6,187,3559,48,27324,31118,51240,77221,55608,1439,201369,15861
LAX,"Los Angeles, CA: Los Angeles International",2008/12,12,December,2008,1410,1324,3687,4,261,"Spirit Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Allegiant Air",4,18,9833,45,5055,14951,59298,27175,28571,468,116873,1361
DEN,"Denver, CO: Denver International",2007/06,6,June,2007,1983,1345,1676,0,399,"Spirit Airlines Inc.,Alaska Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Delta Air Lines Inc.,JetBlue Airways,Southwest Airlines Co.",7,72,9638,21,27880,37611,76108,15129,111356,1693,232390,28104
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2016/02,2,February,2016,1414,1215,948,13,33,"Southwest Airlines Co.,Delta Air Lines Inc.,Sun Country Airlines,Alaska Airlines Inc.,Frontier Airlines Inc.,Allegiant Air",6,38,7415,2,22387,29842,17091,32889,108693,30,199421,40718
LAX,"Los Angeles, CA: Los Angeles International",2007/03,3,March,2007,518,814,3161,6,645,"United Air Lines Inc.,Sun Country Airlines,Allegiant Air,Alaska Airlines Inc.,Southwest Airlines Co.,Frontier Airlines Inc.",6,124,1927,18,13491,15560,44443,70262,11681,1520,173820,45914
DEN,"Denver, CO: Denver International",2003/05,5,May,2003,1446,705,1736,5,319,"Sun Country Airlines,Spirit Airlines Inc.,Delta Air Lines Inc.",3,109,7390,33,11795,19327,50280,65846,7701,1482,127017,1708
BOS,"Boston, MA: Logan International",2015/11,11,November,2015,1050,685,1334,27,396,"United Air Lines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.,Allegiant Air,American Airlines Inc.,Delta Air Lines Inc.,JetBlue Airways",7,293,3150,47,24155,27645,60762,31657,14423,1988,120698,11868
BOS,"Boston, MA: Logan International",2015/12,12,December,2015,1984,2456,2919,20,541,"American Airlines Inc.,Alaska Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Delta Air Lines Inc.,United Air Lines Inc.",6,74,7070,8,15707,22859,71786,13330,106153,317,226085,34499
LAX,"Los Angeles, CA: Los Angeles International",2010/06,6,June,2010,1323,852,2174,22,528,"Southwest Airlines Co.,Frontier Airlines Inc.,Sun Country Airlines,Delta Air Lines Inc.,United Air Lines Inc.",5,19,1242,15,19621,20897,60722,80073,30424,414,205880,34247
SEA,"Seattle, WA: Seattle-Tacoma International",2002/12,12,December,2002,1085,853,3706,8,373,"JetBlue Airways,American Airlines Inc.",2,83,4300,47,21448,25878,32713,42961,36646,66,159705,47319
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/07,7,July,2007,1263,375,1667,8,359,"American Airlines Inc.,Spirit Airlines Inc.,Delta Air Lines Inc.",3,171,2453,7,7252,9883,16213,7141,78907,392,119939,17286
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2022/03,3,March,2022,883,2396,3907,22,273,"Delta Air Lines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.,Hawaiian Airlines Inc.",4,210,6605,20,28161,34996,68789,84042,71373,1039,258930,33687
SFO,"San Francisco, CA: San Francisco International",2017/10,10,October,2017,1252,1245,2353,20,415,"Alaska Airlines Inc.,Southwest Airlines Co.,Delta Air Lines Inc.,American Airlines Inc.,Frontier Airlines Inc.",5,121,2528,47,22213,24909,73311,37429,44197,206,191624,36481
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2002/09,9,September,2002,310,1381,2076,11,226,"American Airlines Inc.,Frontier Airlines Inc.,Spirit Airlines Inc.,Sun Country Airlines,JetBlue Airways",5,288,5317,5,8160,13770,28879,54783,83069,1461,176199,8007
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011/02,2,February,2011,871,1730,468,8,707,"Southwest Airlines Co.,Spirit Airlines Inc.,United Air Lines Inc.,Hawaiian Airlines Inc.",4,230,510,0,5102,5842,39697,2249,33888,939,112236,35463
